Date,Comment
20120530052236Z,"""There's ""team SEC"" again.  You're a Kentucky fan.  Go away."""
,"""Rightasshole. That\\'s why all those people were ki//ed. Because of your ""calming"" effect. P i ss on obama."""
20120528064045Z,"""So there I was soloing a Dominix on the minor gate in my Catalyst. :D But of course it was only there to bait..."""
20120516000938Z,"""Oh girl, you got dem shoes.."""
20120320183656Z,"""Hey, Scrotorum, dislodge that teabag from your throat and swallow some truth - you are insane"""
20120515081510Z,"""CostaY, what shit u talking man ?"""
20120609212543Z,"""I try not to hear him, so maybe."""
20120514051030Z,"""But im not saying bad things about them like you and others do. I only see innocent people being attack from pple like you"""
20120530031626Z,"""Dont ever knock the Great Bob Dylan.   America's greatest songwriter"""
20120530024855Z,"""You don't play competitive sports, do you?"""
20120529223300Z,"""LOL!!! Fuck da vidz.... u sissies trip me da fuk out wit you all ''rebuttles'' -smgdh"""
20120620012648Z,"""Are you a mentally weak flagger bagger stuckinstupid?"""
,"""maybe they'll blow up media matters..."""
20120620160033Z,"""r_\n\nJust can't stand the truth can you?\n\nEither that or you are truly enjoying your blissful ignorance!"""
20120610131334Z,"""I think we need our skin removed to complete our PERFECT look says it all really.\nIn my eyes if someone else is paying for it then you will get what your given, thats what i got taught"""
,"""@Hobbes83 Blow it out your arse, who died and made YOU boss?"""
20120620024846Z,"""I wonder if the moderators can understand your comment to be rather uncouth?"""
20120612123715Z,"""re mo hlotse hle motho eno,\xa0 ha a khutlele ha habo Qacha."""
20120620011937Z,"""Don't sell yourself short, Wayne. You are a crappy actor and a pathological liar."""
20120619011819Z,"""Tell you what Fwd, why don't you read Dreams of my father, his book. That way you can really understand the guy you are supporting. It sure is not the same one the Left Lap Dog Media is telling you about."""
,"""Not right at all..... Schools have to make cuts but they can afford to pay a gay ass lunch police to look at are children's lunches screwed up way to screwed up.................."""
,""" ""I didn\\'t spend 25 years making 170 pictures, raising five sons, to give my dignity away.""\\n\\n \\n\\nSorry, but you gave your dignity away the second you entered the house. It\\'s such a shame, because he\\'s an awesome actor and he\\'s been in some incredible films. Not counting Free Willy, of course."""
,"""i travelled with some very loyal fans on Sunday from Northern Ireland,  who travel roughly 4hours each way to get to every home game, i deem that as loyal :)\\n\\n """
20120514050715Z,"""I see you play you little insult games with other posts."""
20120619161418Z,"""Bigger than the Chicago Tribune and the Boston Globe? \xa0Are you HIGH???? \xa0 I've never even SEEN the daily caller, but I've bought the Tribune and read the Globe. \xa0What else you got? \xa0And by the way, your blog isn't legitimate. \xa0It's a fucking blog. \xa0A website. \xa0I don't think that truly qualifies, no offense Raw. \xa0But even YOU guys don't really count and you know it. \xa0IF they don't want to give them a press pass there really isn't much that they can do to force the White House's hand. \xa0If they give them a pass it's because they don't feel threatened and WANT him to keep up the bullshit to SHOW the country just what these people's true colors are. \xa0Obama and pals ARE NOT playing the race card and never have, no matter how many times the right wing assholes keep repeating that bullshit. \xa0But these people keep painting themselves into a corner of backwards-assed white power racist uncivilized and uninspiring troglodytes."""
20120514051226Z,"""How dare you say such a hateful thing!"""
,"""Nobody was talking to you so fall way the fuck bakk little girl .."""
20120528190808Z,"""<span style=""color: rgb(51, 51, 51); font-family: Verdana, Helvetica, Arial, sans-serif; font-size: 12px; line-height: 15px; text-align: left; background-color: rgb(236, 239, 245); ""><b>Isn't a good coach able to motivate players? Get the best out of them? Have them prepared? How does the head coach of a school as big as ND mess up the QB spot that bad? He ran 2-3 QBs at Cinn in a year and they didn't need to get pulled</b></span><div style=""font-family: Arial, Verdana; font-size: 10pt; line-height: normal; ""><span style=""color: rgb(51, 51, 51); font-family: Verdana, Helvetica, Arial, sans-serif; font-size: 12px; line-height: 15px; text-align: left; background-color: rgb(236, 239, 245); ""><b><br></b></span></div><div style=""text-align: left; ""><font color=""#333333"" face=""Verdana, Helvetica, Arial, sans-serif""><span style=""font-size: 12px; line-height: 15px;"">Well you just answered your own question. BK has proven he knows what he's doing at the QB position. He did it at Cincy and you said it yourself. Crist is just one of those players you cant save. Dont know what else to tell you but show you your own words.&nbsp;</span></font></div><div style=""text-align: left; ""><font color=""#333333"" face=""Verdana, Helvetica, Arial, sans-serif""><span style=""font-size: 12px; line-height: 15px;""><br></span></font></div><div style=""text-align: left; ""><font color=""#333333"" face=""Verdana, Helvetica, Arial, sans-serif""><span style=""font-size: 12px; line-height: 15px;"">GO ND!!!!</span></font></div>"""
20120528014019Z,"""Thank you.  Unfortunately on this kindle I'm limited on how far back I can go."""
20120619024329Z,"""Name me one really decent person in the union wing of the parliamentary labour party.  Someone who you would value as a good neighbour or seek help from. Yeah, there's some clever bastards there but most have been rejected by their electorate and have been shoe horned in on the list or given an absolute sinecure of a seat."""
,"""Between Craig Custance, LeBrun and Burnside and Katie Baker at Grantland, ESPN's web coverage of the NHL is outstanding. Corey Pronman, who writes for ESPN Insider is awesome also. Say what you will about their damn-near refusal to show highlights on a nightly basis, but don't let it spill over into your opinion of ESPN's written content."""
,"""Another Obama-Funded Solar Company Goes Belly Up \\xe2\\x80\\x93 Blew $13.3 Million in Stimulus Cash\\nPosted by Jim Hoft on Tuesday, February 14, 2012, 8:54 PM\\n \\n \\n\\nLast Year Energy Conversion Devices moved 140 jobs from Michigan to Mexico to save money.\\n\\nThis week the Obama-funded solar company went belly up.\\nEnergy Conversion Devices managed to blow $13.3 million in secured loans before filing for bankruptcy.\\nReuters reported:\\n\\n    Lightweight solar product maker Energy Conversion Devices Inc filed for bankruptcy protection on Tuesday, the latest in a string of solar companies that have collapsed in an industry shakeout.\\n\\n    The company, whose filing follows years of losses and months of public discussions with bondholders, said it would sell its United Solar Ovonic unit and other assets in bankruptcy.\\n\\n    Energy Conversion, whose solar laminate products are used for panels on rooftops and buildings, said it would continue to operate during the sale process.\\n\\nOf course\\xe2\\x80\\xa6 Democrats praised the company as one of his solar success stories before they tanked.\\n\\nhttp://www.thegatewaypundit.com/2012/02/another-obama-funded-solar-company-goes-belly-up-blew-13-3-million-in-stimulus-cash/"""
,"""I didn't know Blackwater changed their name to the Susan G. Komen Foundation."""
20120529045806Z,"""Heat fans only go for the free playoff t-shirts"""
,"""Let\\\\\\'s cut little Newton a break. Product of an emotionally unstable teen mother, forced into a shotgun marriage. Grew up in a dysfunctional family, rejected by his father. Small wonder he is given to delusions of grandeur and narcissism, inept at running anything but his mouth.\\\\n\\\\n \\\\n\\\\nSurely the American electorate couldn\\\\\\'t invest their hopes in this.\\\\n\\\\n \\\\n\\\\nOops, we did: Obama \\\\\\'08. Stupidity is doing the same dumb thing over again expecting a different result.\\\\n\\\\n \\\\n\\\\nTime for ""Change you can believe in."" Why not try electing an adult for a change in 2012?"""
20120320160928Z,"""I see you and your sister got together to have a couple of kids......"""
,"""Samba for Bassong???"""
20120320160847Z,"""you lie all the time about fucking gwen stafni and make fake questions on formspring to yourself about it right? yea your a loser /// liar."""
20120611190357Z,"""bitches shut ur face!"""
20120618215214Z,"""only thing I will say is that I wish my grandparents helped me out to pay for more of my college tuition, maybe not all because I think my loans motivated me to an extent, but a little more help so that I could be saving for my retirement now instead of suffocating in my SL debt."""
20120610062708Z,"""That's one hellaciously gorgeous cock."""
20120619202011Z,"""I like it. It's probably one of the tamer satianstuck designs, which is a nice change around here."""
20120612102115Z,"""You are not ready for this show and you new this before you started you a punk and do talk BS behind ppl back get courage up let the black side come out"""
20120610012153Z,"""I have a fucked up brain. \n\nThis song just popped into my head. \n\nhttp://www.youtube.com/watch?v=CJT_Z1qFTwk"""
20120618194851Z,"""seems to be working like it's on steroids eg very well."""
20120612145841Z,"""its a fucking trial!!!!!!!!!! limit of 1min!!!!!!!!!!!!!!!"""
20120609232324Z,"""wow, you think the spelling is bad in here??? \xa0 try reading one of those stupid ass libtarded web sites , ya now like the one backed by the NAZI collaborator George Soro's MEDIA MATTERS,now there you will encounter some real dumb mother fu*#*#'s for sure."""
